Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER  ,1443786 ,ACTIVE  ,"10,000 (2005) ",10/18/2010 ,ARGO CRATES AND CONTAINERS INC , ,"10461 NW 26 STREET
MIAMI, FL   33172  ",(305) 629-9408  ,"10461 NW 26 STREET
MIAMI, FL   33172  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1443786&original_query_string=ARGO CRATES AND CONTAINERS INC,N/A
CARRIER  ,775219 ,ACTIVE  ,"37,621 (1998) ", ,ARLIN FRANKLIN NETHERLAIN ,NETHERLAIN TRUCKING INC ,"601 EAST MAIN
KEOTA, OK   74941  ",(918) 966-3787  ,"P O BOX 28
KEOTA, OK   74941  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=775219&original_query_string=ARLIN FRANKLIN NETHERLAIN,N/A
CARRIER  ,292720 ,ACTIVE  ,"180,063 (2023) ",10/07/2024 ,ARMORED TRANSPORT SERVICE INC , ,"4509 URBANA DR
FORT SMITH, AR   72904  ",(479) 651-3686  ,"4509 URBANA DR
FORT SMITH, AR   72904  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=292720&original_query_string=ARMORED TRANSPORT SERVICE INC,N/A
SHIPPER  ,1126973 ,ACTIVE  , ,05/07/2003 ,ARMORTHANE USA INC , ,"310 SOUTH UNION AVE
SPRINGFIELD, MO   65802  ",(417) 831-5090  ,"310 SOUTH UNION AVE
SPRINGFIELD, MO   65802  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1126973&original_query_string=ARMORTHANE USA INC,N/A
CARRIER/SHIPPER  ,1566123 ,ACTIVE  ,"18,840 (2023) ",02/12/2024 ,ARNOFF MOVING AND STORAGE OF FLORIDA INC , ,"3620 SOUTH US HIGHWAY 1
FORT PIERCE, FL   34982  ",(772) 461-0046  ,"3620 S US HIGHWAY 1
FORT PIERCE, FL   34982  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1566123&original_query_string=ARNOFF MOVING AND STORAGE OF FLORIDA INC,N/A
CARRIER  ,2876501 ,ACTIVE  , ,04/12/2016 ,ARNOLD LUJAN ,IRON HORSE ,"202 W JAX AVE
MIDLAND, TX   79701-2763  ",(432) 488-8883  ,"PO BOX 1725
MIDLAND, TX   79702-1725  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2876501&original_query_string=ARNOLD LUJAN,N/A
CARRIER  ,2945693 ,ACTIVE  ,"169,199 (2022) ",12/27/2022 ,AS & JK TRANSPORT INC , ,"2010 W AVE K # 825
LANCASTER, CA   93536-5229  ",(661) 390-2786  ,"2010 W AVE K # 825
LANCASTER, CA   93536-5229  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2945693&original_query_string=AS & JK TRANSPORT INC,N/A
CARRIER  ,2983010 ,ACTIVE  ,"412,000 (2021) ",04/05/2024 ,ATLANTIC FREIGHT CORPORATION , ,"43623 CARRADOC FARM TER
LEESBURG, VA   20176  ",(703) 609-4013  ,"43623 CARRADOC FARM TER
LEESBURG, VA   20176  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2983010&original_query_string=ATLANTIC FREIGHT CORPORATION,N/A
SHIPPER  ,1126959 ,ACTIVE  , ,05/07/2003 ,ATLANTIC ZEISER , ,"15 PATTON DR
W CALDWELL, NJ   07006  ",(973) 228-0800  ,"15 PATTON DR
W CALDWELL, NJ   07006  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1126959&original_query_string=ATLANTIC ZEISER,N/A
CARRIER  ,1042772 ,ACTIVE  , , ,BRUCE W GILMAN ,B GILMAN TRUCKING ,"PO BOX 75
BROOKTON, ME   04413  ",(207) 448-2619  ,"PO BOX 75
BROOKTON, ME   04413  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1042772&original_query_string=B GILMAN TRUCKING,N/A
CARRIER  ,3748549 ,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed  , ,10/21/2021 ,B S M TRANSPORT LLC , ,"3545 MATHER FIELD RD APT 63
RNCHO CORDOVA, CA   95670  ",(916) 805-7169  ,"3545 MATHER FIELD RD APT 63
RNCHO CORDOVA, CA   95670-5922  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3748549&original_query_string=B S M TRANSPORT LLC,N/A
CARRIER  ,2132233 ,ACTIVE  , ,03/18/2011 ,CLYDE T HOAG ,BADGERLAND SECURITY COMPANY ,"122 FRAME AVE
WAUKESHA, WI   53186  ",(262) 896-2078  ,"SAME
WAUKESHA, WI   53186  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2132233&original_query_string=BADGERLAND SECURITY COMPANY,N/A
CARRIER  ,1345665 ,ACTIVE  ,"2,500 (2004) ",06/09/2006 ,SHANE B BALDWYN ,BALDWYN LAND CLEARING INC ,"10471 REID STAFFORD RD
GLEN ST MARY, FL   32040  ",(904) 259-9947  ,"10471 REID STAFFORD RD
GLEN ST MARY, FL   32040  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1345665&original_query_string=BALDWYN LAND CLEARING INC,N/A
CARRIER  ,3675069 ,ACTIVE  ,"268,934 (2023) ",07/25/2024 ,BANFF LOGISTICS INC , ,"143 SKYVIEW POINT RD NE
CALGARY, AB   T3N 0K4  ",(647) 500-2501  ,"143 SKYVIEW POINT RD NE
CALGARY, AB   T3N 0K4  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3675069&original_query_string=BANFF LOGISTICS INC,N/A
CARRIER  ,967395 ,ACTIVE  , ,07/12/2001 ,BANITA CORP , ,"4000 EAST HWY 6
SPANISH FORK, UT   84660  ",(801) 798-5855  ,"4000 EAST HWY 6
SPANISH FORK, UT   84660  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=967395&original_query_string=BANITA CORP,N/A
CARRIER  ,1512935 ,ACTIVE  ,"49,897 (2006) ",06/09/2006 ,BANKS SPILLER , ,"21847 GREEN PINE DR
WEST BLOCTON, AL   35184-9405  ",(205) 935-3940  ,"21847 GREEN PINE DR
WEST BLOCTON, AL   35184-9405  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1512935&original_query_string=BANKS SPILLER,N/A
CARRIER  ,2809912 ,ACTIVE  ,"155,000 (2022) ",02/17/2023 ,BAUER TRANSPORTATION SYSTEMS INC , ,"1612 D MARINA COURT
SAN MATEO, CA   94403-1613  ",(415) 725-0792  ,"PO BOX 25501
SAN MATEO, CA   94402-5501  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2809912&original_query_string=BAUER TRANSPORTATION SYSTEMS INC,N/A
SHIPPER  ,408426 ,ACTIVE  , , ,BEAUTICIAN'S SUPPLY COMPANY INC , ,"818 E 8TH ST
SIOUX FALLS, SD   57103-1637  ", ,"P O BOX 1143
SIOUX FALLS, SD   57101-1143  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=408426&original_query_string=BEAUTICIAN'S SUPPLY COMPANY INC,N/A
CARRIER  ,1100139 ,ACTIVE  ,"30,000 (2023) ",06/26/2024 ,BERGS NURSERY & LANDSCAPE LLC , ,"18936 50TH AVE
AUSTIN, MN   55912  ",(507) 433-2823  ,"904 1ST AVENUE SW
AUSTIN, MN   55912  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1100139&original_query_string=BERGS NURSERY & LANDSCAPE LLC,N/A
CARRIER  ,1202333 ,ACTIVE  ,"292,000 (2003) ",01/20/2004 ,BEST LUMBER COMPANY TRANSPORTATION LLC , ,"1680 CORNELL RD
GREEN BAY, WI   54313  ",(920) 662-9600  ,"1680 CORNELL RD
GREEN BAY, WI   54313  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1202333&original_query_string=BEST LUMBER COMPANY TRANSPORTATION LLC,N/A
CARRIER  ,2983521 ,ACTIVE  ,"50,000 (2023) ",03/05/2024 ,BIG-E LANDSCAPING & EXCAVATING LLC , ,"S923 COUNTY ROAD KK
NELSON, WI   54756  ",(715) 441-5054  ,"S923 COUNTY ROAD KK
NELSON, WI   54756  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2983521&original_query_string=BIG-E LANDSCAPING & EXCAVATING LLC,N/A
CARRIER  ,828590 ,ACTIVE  ,"10,000 (1998) ", ,BILL PARKS TANK SERVICE INC ,BILL PARKS TANK CO ,"1 1/2 MI S OF SEMINOLE HWY 377
SEMINOLE, OK   74868  ",(405) 382-1111  ,"PO BOX 1648
SEMINOLE, OK   74868  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=828590&original_query_string=BILL PARKS TANK CO,N/A
CARRIER  ,828590 ,ACTIVE  ,"10,000 (1998) ", ,BILL PARKS TANK SERVICE INC ,BILL PARKS TANK CO ,"1 1/2 MI S OF SEMINOLE HWY 377
SEMINOLE, OK   74868  ",(405) 382-1111  ,"PO BOX 1648
SEMINOLE, OK   74868  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=828590&original_query_string=BILL PARKS TANK SERVICE INC,N/A
CARRIER  ,483763 ,ACTIVE  , , ,BILL'S AUTO & BODY COMPANY , ,"227 1/2 GADSDEN ST
CHESTER, SC   29706  ",(803) 385-6748  ,"227 1/2 GADSDEN ST
CHESTER, SC   29706  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=483763&original_query_string=BILL'S AUTO & BODY COMPANY,N/A
CARRIER  ,816154 ,ACTIVE  ,"10,000 (1998) ", ,BISCAYNE PUMP SALES AND EQUIPMENT RENTAL , ,"406 NW 54TH ST
MIAMI, FL   33127-1922  ",(305) 751-1371  ,"406 NW 54TH ST
MIAMI, FL   33127-1922  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=816154&original_query_string=BISCAYNE PUMP SALES AND EQUIPMENT RENTAL,N/A
CARRIER  ,3088909 ,ACTIVE  ,1 (2023) ,09/04/2024 ,BLANCO ELECTRIC LLC , ,"148 CARMELINAS CIRCLE
LUDLOW, MA   01056  ",(413) 330-0062  ,"148 CARMELINAS CIRCLE
LUDLOW, MA   01056  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3088909&original_query_string=BLANCO ELECTRIC LLC,N/A
CARRIER  ,1945744 ,ACTIVE  , ,09/28/2009 ,BLOOMIN RANCH SERVICE LLC , ,"401 MAPLE ST
STUART, NE   68780  ",(402) 924-3136  ,"401 MAPLE ST
STUART, NE   68780  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1945744&original_query_string=BLOOMIN RANCH SERVICE LLC,N/A
CARRIER  ,1627434 ,ACTIVE  , ,04/03/2007 ,BOBBY STRICKLAND ,STRICKLAND GRADING ,"293 MATSON ROAD
MUNFORD, AL   36268  ",(256) 591-5184  ,"PO BOX 285
MUNFORD, AL   36268  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1627434&original_query_string=BOBBY STRICKLAND,N/A
CARRIER  ,1488707 ,ACTIVE  ,"628,494 (2006) ",04/15/2006 ,BORIS DANIEL WESTER ,BO WESTER TRUCKING ,"401 W 32ND ST
RIVIERA BEACH, FL   33404  ",(561) 494-0199  ,"401 W 32ND ST
RIVIERA BEACH, FL   33404  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1488707&original_query_string=BORIS DANIEL WESTER,N/A
CARRIER  ,3971696 ,ACTIVE  , ,10/18/2022 ,BOULJO TRANSPORT LLC , ,"249 N CENTER ST APT 2
ORANGE, NJ   07050-2923  ",(862) 205-4689  ,"249 N CENTER ST APT 2
ORANGE, NJ   07050-2923  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3971696&original_query_string=BOULJO TRANSPORT LLC,N/A
CARRIER  ,1046537 ,ACTIVE  , ,07/03/2002 ,BRENTWOOD FRANKLIN WRECKER LLC , ,"7007 OLD MOORE'S LN
BRENTWOOD, TN   37027  ",(615) 377-1936  ,"PO BOX 681415
FRANKLIN, TN   37068  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1046537&original_query_string=BRENTWOOD FRANKLIN WRECKER LLC,N/A
CARRIER  ,620739 ,ACTIVE  ,"1,000 (2001) ",05/10/2002 ,BRIAN & GLENN A BASEL ,BASEL FARMS ,"1462 95TH ST
NEW RICHMOND, WI   54017  ",(715) 246-5379  ,"1462 95TH ST
NEW RICHMOND, WI   54017  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=620739&original_query_string=BRIAN & GLENN A BASEL,N/A
CARRIER  ,1116367 ,ACTIVE  , ,04/08/2003 ,BRIAN LEE STEPKA ,ADVANTAGE TRUCKING ,"278 MAE ROSE AVE
HOLLAND, MI   49424  ",(616) 218-8544  ,"278 MAE ROSE AVE
HOLLAND, MI   49424  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1116367&original_query_string=BRIAN LEE STEPKA,N/A
CARRIER  ,785239 ,ACTIVE  , , ,BRIAN PALMER ,PALMER TRUCKING ,"320 2ND AVE SW
HAMPTON, IA   50441  ",(641) 456-5917  ,"320 2ND AVE SW
HAMPTON, IA   50441  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=785239&original_query_string=BRIAN PALMER,N/A
CARRIER  ,1221048 ,ACTIVE  , ,03/10/2004 ,BROWN AND PRATT INC , ,"1345 BROOKVILLE WAY STE A
INDIANAPOLIS, IN   46239  ",(317) 353-1664  ,"1345 BROOKVILLE WAY STE A
INDIANAPOLIS, IN   46239  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1221048&original_query_string=BROWN AND PRATT INC,N/A
CARRIER  ,1042772 ,ACTIVE  , , ,BRUCE W GILMAN ,B GILMAN TRUCKING ,"PO BOX 75
BROOKTON, ME   04413  ",(207) 448-2619  ,"PO BOX 75
BROOKTON, ME   04413  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1042772&original_query_string=BRUCE W GILMAN,N/A
CARRIER  ,1653869 ,ACTIVE  , ,06/08/2007 ,BRYON JAMES QUINLAN ,WHITE DOVE CONCESSION'S ,"7660 PONTIAC LAKE ROAD
WHITE LAKE, MI   48386  ",(248) 666-9015  ,"7660 PONTIAC LAKE ROAD
WHITE LAKE, MI   48386  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1653869&original_query_string=BRYON JAMES QUINLAN,N/A
CARRIER  ,2068160 ,ACTIVE  , ,08/21/2010 ,JAMES PAUL BRYS SR ,BRYS LAWN AND SNOW ,"35080 MABON
SAINT CLAIR SHORES, MI   48080  ",(586) 741-6239  ,"PO BOX 521
SAINT CLAIR SHORES, MI   48080  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2068160&original_query_string=BRYS LAWN AND SNOW,N/A
CARRIER  ,1430987 ,ACTIVE  ,"510,000 (2005) ",11/01/2005 ,BRYVAN CONSTRUCTION & REPAIR SERVICE INC , ,"3753 SE 3 AVE
CAPE CORAL, FL   33904  ",(239) 540-8774  ,"3753 SE 3 AVE
CAPE CORAL, FL   33904  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1430987&original_query_string=BRYVAN CONSTRUCTION & REPAIR SERVICE INC,N/A
CARRIER  ,1628174 ,ACTIVE  ,"15,000 (2007) ",04/04/2007 ,LESTER RAY GILLESPIE ,BUDS AUTO AND TRUCK REPAIR ,"1001 NORTH WASHINGTON STREET
LISBON, IA   52253  ",(319) 455-3079  ,"PO BOX 236
LISBON, IA   52253  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1628174&original_query_string=BUDS AUTO AND TRUCK REPAIR,N/A
FREIGHT FORWARDER  ,2924793 ,ACTIVE  , ,08/31/2016 ,BULLINS LANDCRAFTERS LLC , ,"1010 LESTER DR
WALNUT COVE, NC   27052  ",(336) 399-3562  ,"1010 LESTER DR
WALNUT COVE, NC   27052-6471  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2924793&original_query_string=BULLINS LANDCRAFTERS LLC,N/A
CARRIER  ,2068739 ,ACTIVE  ,"180,000 (2023) ",08/20/2024 ,C & C DIVERSIFIED SERVICES LLC ,C AND C DIVERSIFIED ,"7954 SW JACK JAMES DR
STUART, FL   34997  ",(772) 266-4680  ,"7954 SW JACK JAMES DR
STUART, FL   34997  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2068739&original_query_string=C AND C DIVERSIFIED,N/A
CARRIER  ,2874624 ,ACTIVE  , ,04/06/2016 ,C&D LANDSCAPING , ,"153 BACK RD
SHAPLEIGH, ME   04076-4236  ",(207) 636-3289  ,"153 BACK RD
SHAPLEIGH, ME   04076-4236  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2874624&original_query_string=C&D LANDSCAPING,N/A
CARRIER  ,912001 ,ACTIVE  , , ,JAMES THOMAS NELSON ,C-N TANK LINE ,"8840 CR 305
BUNNELL, FL   32110  ",(386) 437-1848  ,"8840 CR 305
BUNNELL, FL   32110  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=912001&original_query_string=C-N TANK LINE,N/A
CARRIER  ,3802605 ,OUT-OF-SERVICE  ,"100,000 (2023) ",05/28/2024 ,CALEB PARKS TRANSPORT LLC , ,"231 KELLEY DR
ROCHELLE, IL   61068-1703  ",(815) 762-2800  ,"231 KELLEY DR
ROCHELLE, IL   61068-1703  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3802605&original_query_string=CALEB PARKS TRANSPORT LLC,N/A
CARRIER  ,2606872 ,ACTIVE  , , ,CALIXTO VAZQUEZ ,CALI VAZQUEZ LANDSCAPE ,"13625 GLENOAKS BLVD
SYLMAR, CA   91342  ",(818) 833-0684  ,"13625 GLENOAKS BLVD
SYLMAR, CA   91342  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2606872&original_query_string=CALI VAZQUEZ LANDSCAPE,N/A
CARRIER  ,3775954 ,ACTIVE  ,"22,174 (2022) ",04/24/2023 ,CANYON LOGISTICS LLC , ,"6392 W ANGELA DR
GLENDALE, AZ   85308  ",(480) 781-1502  ,"6392 W ANGELA DR
GLENDALE, AZ   85308-3647  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3775954&original_query_string=CANYON LOGISTICS LLC,N/A
CARRIER  ,1004075 ,ACTIVE  , ,05/14/2003 ,CAREY ALL TRANSPORT INC , ,"835 LILA STREET
BARTOW, FL   33830  ",(863) 533-4941  ,"835 LILA STREET
BARTOW, FL   33830  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1004075&original_query_string=CAREY ALL TRANSPORT INC,N/A
CARRIER  ,4214047 ,OUT-OF-SERVICE  ,"3,000 (2023) ",10/28/2024 ,CARPET AND MORE INC , ,"1106 ROSMAN HIGHWAY
BREVARD, NC   28712  ",(828) 883-3377  ,"1106 ROSMAN HIGHWAY
BREVARD, NC   28712  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4214047&original_query_string=CARPET AND MORE INC,N/A
CARRIER  ,2072006 ,ACTIVE  ,"33,300 (1990) ",09/01/2010 ,CASCADE SIGN AND DESIGN LLC , ,"315 WELLSIAN WAY
RICHLAND, WA   99352  ",(509) 946-5422  ,"315 WELLSIAN WAY
RICHLAND, WA   99352  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2072006&original_query_string=CASCADE SIGN AND DESIGN LLC,N/A
CARRIER  ,3999853 ,ACTIVE  , ,12/17/2022 ,CASJ TRANSPORTATION LLC , ,"24221 SW 112TH CT
HOMESTEAD, FL   33032  ",(786) 339-6600  ,"24221 SW 112TH CT
HOMESTEAD, FL   33032-7101  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3999853&original_query_string=CASJ TRANSPORTATION LLC,N/A
CARRIER  ,1525728 ,ACTIVE  ,100 (2005) ,07/05/2006 ,MARINA CASTANO ,CASTANOS TRUCKING INC ,"5302 PUTNAM CT
TAMPA, FL   33624  ",(813) 323-8550  ,"5302 PUTNAM CT
TAMPA, FL   33624  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1525728&original_query_string=CASTANOS TRUCKING INC,N/A
CARRIER  ,503190 ,ACTIVE  ,"27,854 (2006) ",01/04/2007 ,PHILIP J CASTELLANO ,CASTELLANO TRUCKING ,"1101 CATAMANT ROAD
PITTSFIELD, NH   03263  ",(603) 435-6507  ,"1101 CATAMANT ROAD
PITTSFIELD, NH   03263  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=503190&original_query_string=CASTELLANO TRUCKING,N/A
